listing_id,price,borough,neighbourhood_name,accommodates,bedrooms,beds,price_per_accommodate,host_is_superhost,number_of_reviews,review_scores_rating,availability_365
572329024533412656,432.0,Manhattan,Midtown,4,2.0,2.0,108.0,f,0,,55
572484660497450512,180.0,Manhattan,Harlem,2,1.0,1.0,90.0,f,0,,270
572546257431058646,264.0,Brooklyn,Greenpoint,3,1.0,1.0,88.0,f,6,5.0,290
572547486242459152,220.0,Queens,Springfield Gardens,6,3.0,3.0,36.666666666666664,f,48,4.65,364
572620870722180872,613.0,Brooklyn,East Flatbush,5,1.0,2.0,122.6,f,1,5.0,364
578099444956394228,720.0,Manhattan,Theater District,2,1.0,1.0,360.0,t,1,5.0,302
578100862597124078,800.0,Manhattan,Theater District,2,1.0,1.0,400.0,t,0,,297
578113779579494301,123.0,Manhattan,Hell's Kitchen,2,1.0,0.0,61.5,f,0,,335
578122976308702760,198.0,Queens,Flushing,3,1.0,1.0,66.0,t,10,5.0,268
578327925011346119,322.0,Brooklyn,East Flatbush,2,2.0,2.0,161.0,t,77,4.82,66
578338335733827926,152.0,Brooklyn,East Flatbush,5,2.0,3.0,30.4,f,30,4.83,268
578430230117365467,287.0,Brooklyn,Williamsburg,3,1.0,2.0,95.66666666666667,t,8,4.75,33
578435995379090676,220.0,Brooklyn,Williamsburg,2,1.0,2.0,110.0,t,10,5.0,34
572714852622616657,78.0,Queens,Jamaica,2,1.0,1.0,39.0,f,21,4.62,234
572733089973738908,275.0,Brooklyn,Windsor Terrace,2,2.0,3.0,137.5,t,137,4.99,169
573291593605259333,176.0,Brooklyn,Crown Heights,4,2.0,4.0,44.0,f,0,,365
573610185765083286,359.0,Manhattan,Chelsea,2,1.0,1.0,179.5,f,0,,51
573737351748791309,249.0,Brooklyn,Brownsville,4,2.0,2.0,62.25,t,120,4.86,212
573778791400513725,416.0,Manhattan,Murray Hill,2,1.0,1.0,208.0,f,0,,283
573937970477329055,111.0,Queens,St. Albans,2,1.0,1.0,55.5,f,23,4.83,365
574069389069400131,314.0,Manhattan,Midtown,2,1.0,1.0,157.0,f,9,4.89,338
578592072056483887,237.0,Brooklyn,Williamsburg,2,1.0,1.0,118.5,f,7,4.29,274
578656399549614123,213.0,Queens,Rosedale,4,2.0,4.0,53.25,f,0,,88
578769192318564193,307.0,Manhattan,Kips Bay,2,1.0,1.0,153.5,f,0,,285
578771193995873617,358.0,Manhattan,East Village,2,1.0,1.0,179.0,f,0,,336
578814651253110076,90.0,Manhattan,Hell's Kitchen,2,1.0,0.0,45.0,f,2,4.5,335
578841345143129136,237.0,Brooklyn,Williamsburg,4,1.0,2.0,59.25,f,13,4.92,179
574171031440944049,810.0,Manhattan,Midtown,2,1.0,1.0,405.0,t,1,5.0,128
574562832846093413,160.0,Brooklyn,Bedford-Stuyvesant,1,1.0,2.0,160.0,t,75,4.95,249
574564294530069603,146.0,Queens,Elmhurst,2,2.0,2.0,73.0,f,47,4.7,364
574603442936137674,90.0,Manhattan,Hell's Kitchen,2,1.0,0.0,45.0,f,0,,337
574783901288734397,60.0,Queens,Flushing,2,1.0,1.0,30.0,f,0,,40
574789756800906492,45.0,Queens,Flushing,2,1.0,1.0,22.5,f,0,,60
578923571089407152,104.0,Brooklyn,Flatbush,2,1.0,1.0,52.0,f,8,4.25,365
578946747998659752,118.0,Brooklyn,Flatbush,2,1.0,1.0,59.0,f,8,4.38,365
579513654453597247,200.0,Brooklyn,Bushwick,4,1.0,2.0,50.0,f,7,5.0,151
579543533372210260,245.0,Brooklyn,Greenpoint,2,1.0,1.0,122.5,t,79,4.94,222
579605285222029528,186.0,Queens,Jamaica,4,3.0,3.0,46.5,f,7,4.57,178
579679370505962821,125.0,Brooklyn,South Slope,2,1.0,1.0,62.5,f,0,,255
579813070198211370,100.0,Brooklyn,Crown Heights,2,1.0,0.0,50.0,f,22,4.86,354
580013014809987573,497.0,Manhattan,Chelsea,2,1.0,2.0,248.5,t,17,5.0,306
575123973920036701,383.0,Manhattan,Midtown,6,0.0,3.0,63.833333333333336,f,74,4.36,315
575167991874744304,251.0,Manhattan,Kips Bay,4,1.0,2.0,62.75,f,8,4.75,317
575262161943675844,155.0,Brooklyn,Crown Heights,2,1.0,1.0,77.5,f,87,4.68,229
575296507654359448,106.0,Brooklyn,Bedford-Stuyvesant,1,1.0,1.0,106.0,t,140,4.99,333
581828450067457846,348.0,Manhattan,Midtown,3,1.0,1.0,116.0,f,0,,270
581858374016685042,205.0,Brooklyn,Bedford-Stuyvesant,4,2.0,2.0,51.25,t,50,4.92,274
582035740622571978,77.0,Manhattan,Roosevelt Island,1,1.0,1.0,77.0,f,12,4.92,89
582099168237779070,109.0,Brooklyn,Bedford-Stuyvesant,2,2.0,1.0,54.5,f,0,,270
582137289665171294,182.0,Queens,Ditmars Steinway,2,1.0,2.0,91.0,t,152,4.99,201
580155764329845254,480.0,Manhattan,East Village,6,3.0,3.0,80.0,f,0,,365
580204728935308567,270.0,Brooklyn,Williamsburg,2,1.0,1.0,135.0,f,35,4.94,255
580221270316789820,469.0,Manhattan,Hell's Kitchen,4,2.0,2.0,117.25,f,0,,209
580327989332197053,136.0,Queens,Springfield Gardens,2,1.0,1.0,68.0,t,151,4.99,51
582240067190821159,179.0,Brooklyn,East New York,6,3.0,4.0,29.833333333333332,f,16,4.94,362
582466438103477967,108.0,Brooklyn,Sunset Park,2,0.0,1.0,54.0,f,57,4.84,92
582478029279386383,208.0,Brooklyn,Bushwick,5,2.0,4.0,41.6,f,5,5.0,335
582678773466303522,99.0,Brooklyn,Bushwick,1,1.0,1.0,99.0,t,11,5.0,213
582817278861712149,210.0,Queens,Briarwood,4,2.0,2.0,52.5,f,10,4.7,364
583018303401434498,300.0,Manhattan,Harlem,6,2.0,4.0,50.0,t,62,4.77,336
583029260519350121,611.0,Manhattan,Tribeca,2,1.0,1.0,305.5,f,0,,202
580480407893927850,88.0,Queens,Jackson Heights,2,1.0,1.0,44.0,,174,4.68,315
580589040494696466,79.0,Staten Island,Arrochar,2,1.0,1.0,39.5,f,1,5.0,365
581146598600431139,170.0,Brooklyn,Crown Heights,3,1.0,3.0,56.666666666666664,,87,4.98,239
581204831879275676,97.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,48.5,f,81,4.63,229
581276193109315899,210.0,Queens,Springfield Gardens,4,2.0,2.0,52.5,f,12,3.58,365
583261334774123938,160.0,Manhattan,Chelsea,2,0.0,1.0,80.0,t,11,4.82,335
583312696230574640,53.0,Queens,Ridgewood,2,1.0,0.0,26.5,f,0,,363
583316946369555057,52.0,Queens,Ridgewood,2,1.0,0.0,26.0,f,0,,363
583318124446202798,52.0,Queens,Ridgewood,2,1.0,0.0,26.0,f,0,,363
583319794962810365,54.0,Queens,Ridgewood,2,1.0,0.0,27.0,f,0,,363
583320859572486216,52.0,Queens,Ridgewood,2,1.0,0.0,26.0,f,0,,362
583325206900651137,52.0,Queens,Ridgewood,2,1.0,0.0,26.0,f,0,,362
583326605313745353,53.0,Queens,Ridgewood,2,1.0,0.0,26.5,f,1,4.0,362
581411547269622388,82.0,Manhattan,Harlem,2,1.0,1.0,41.0,f,18,4.67,0
581427869630920755,75.0,Brooklyn,Crown Heights,2,1.0,1.0,37.5,f,44,4.98,242
581673232497281944,225.0,Queens,Ditmars Steinway,5,2.0,2.0,45.0,f,19,4.63,364
581707845699487740,60.0,Bronx,Wakefield,1,1.0,1.0,60.0,t,52,4.87,263
581756065537386664,52.0,Brooklyn,Williamsburg,1,1.0,1.0,52.0,f,0,,365
583428565614956095,265.0,Manhattan,Upper West Side,5,0.0,1.0,53.0,f,53,4.7,305
583791786268204937,307.0,Queens,Long Island City,2,1.0,1.0,153.5,f,0,,110
584053658746490241,54.0,Queens,East Elmhurst,1,1.0,1.0,54.0,t,8,5.0,286
584100149741768240,105.0,Brooklyn,Bushwick,2,1.0,2.0,52.5,f,16,4.88,210
584108904096805948,137.0,Brooklyn,Bushwick,2,0.0,1.0,68.5,t,26,4.77,37
584110672069834078,84.0,Queens,Jackson Heights,2,1.0,1.0,42.0,,174,4.56,316
581804203112075143,172.0,Manhattan,Hell's Kitchen,4,2.0,2.0,43.0,t,10,4.9,275
589959408556404985,403.0,Manhattan,Murray Hill,4,2.0,2.0,100.75,f,0,,216
590040648193371393,85.0,Manhattan,Harlem,1,1.0,1.0,85.0,t,12,5.0,77
590041263854398620,144.0,Brooklyn,Bushwick,4,3.0,3.0,36.0,f,1,5.0,104
590372866147671751,168.0,Brooklyn,East Flatbush,2,1.0,2.0,84.0,t,104,4.89,226
590390648297717410,104.0,Queens,St. Albans,1,1.0,1.0,104.0,t,2,4.5,365
590422201407835236,237.0,Manhattan,Murray Hill,4,2.0,2.0,59.25,f,1,5.0,365
590484773612652071,90.0,Queens,Arverne,3,1.0,1.0,30.0,t,29,4.83,259
590493898611831944,135.0,Brooklyn,Bushwick,2,1.0,1.0,67.5,f,43,4.84,270
590541486540140894,140.0,Brooklyn,Bushwick,4,3.0,3.0,35.0,f,0,,186
590595341992355609,206.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,103.0,f,6,5.0,270
591126001314853341,125.0,Queens,Woodside,4,2.0,2.0,31.25,f,0,,365
584631850749087164,267.0,Brooklyn,Greenpoint,2,1.0,1.0,133.5,t,50,4.86,228
584833406345340639,275.0,Brooklyn,Williamsburg,6,2.0,3.0,45.833333333333336,f,3,4.67,291
584843453194315608,653.0,Brooklyn,Williamsburg,8,4.0,4.0,81.625,f,75,4.88,89
584903103239670051,350.0,Brooklyn,Flatlands,7,3.0,4.0,50.0,f,26,4.85,270
585357633187890334,954.0,Manhattan,Theater District,2,1.0,1.0,477.0,f,97,4.18,364
591168265331519350,365.0,Brooklyn,Bedford-Stuyvesant,6,1.0,4.0,60.833333333333336,t,70,5.0,0
591317872598386976,119.0,Brooklyn,East Flatbush,2,1.0,1.0,59.5,f,75,4.65,346
591322358832287390,250.0,Brooklyn,South Slope,4,2.0,3.0,62.5,f,3,5.0,173
591340911912499423,268.0,Manhattan,Financial District,6,3.0,3.0,44.666666666666664,f,0,,140
591427135680545574,150.0,Brooklyn,Bushwick,6,3.0,3.0,25.0,t,106,4.85,270
591485868352836863,204.0,Queens,Springfield Gardens,2,2.0,3.0,102.0,t,112,4.91,204
591525078289936163,161.0,Brooklyn,Crown Heights,1,1.0,1.0,161.0,f,7,4.71,177
591883582403156068,180.0,Brooklyn,Downtown Brooklyn,2,0.0,1.0,90.0,f,7,4.86,331
585368495763668792,1129.0,Manhattan,Theater District,4,1.0,2.0,282.25,f,262,4.07,365
585371816722033324,954.0,Manhattan,Theater District,2,1.0,1.0,477.0,f,42,4.02,360
585485781418964904,155.0,Staten Island,Howland Hook,6,3.0,3.0,25.833333333333332,f,2,5.0,365
586244870263367585,164.0,Queens,Woodside,2,1.0,1.0,82.0,t,114,4.91,354
586441527551341023,188.0,Brooklyn,Crown Heights,2,1.0,1.0,94.0,t,5,4.8,261
586761073028187150,267.0,Brooklyn,Greenpoint,3,1.0,1.0,89.0,f,1,5.0,331
591969184938312703,125.0,Brooklyn,East New York,2,2.0,2.0,62.5,t,245,4.95,325
592160838482377458,108.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,54.0,t,12,4.83,305
592225270972673470,64.0,Brooklyn,Brownsville,3,1.0,1.0,21.333333333333332,f,40,4.98,100
592231928282119554,80.0,Bronx,Clason Point,2,1.0,1.0,40.0,f,72,4.61,360
592466368246789831,126.0,Queens,Richmond Hill,16,1.0,3.0,7.875,f,14,4.29,336
586798321587331719,40.0,Staten Island,Emerson Hill,2,1.0,1.0,20.0,f,0,,239
587055482722811042,105.0,Brooklyn,Sunset Park,2,1.0,1.0,52.5,,32,4.78,277
587069440501954023,70.0,Queens,Flushing,2,1.0,1.0,35.0,f,15,4.73,351
587486114839236867,477.0,Manhattan,West Village,2,1.0,1.0,238.5,f,0,,275
587606395719069171,310.0,Manhattan,Upper East Side,5,2.0,2.0,62.0,t,2,5.0,336
587615709441605979,145.0,Brooklyn,Sunset Park,4,2.0,2.0,36.25,,70,4.79,334
587659571869719096,156.0,Queens,Bellerose,5,2.0,3.0,31.2,f,43,4.74,172
592529354391161532,690.0,Manhattan,Midtown,4,2.0,2.0,172.5,f,1,5.0,0
592563665971079204,200.0,Queens,Long Island City,1,2.0,3.0,200.0,t,15,5.0,83
592573997737825938,179.0,Queens,Springfield Gardens,7,3.0,4.0,25.571428571428573,f,71,4.72,365
592616778784585873,90.0,Manhattan,Hell's Kitchen,2,1.0,0.0,45.0,f,0,,337
592679984594951626,134.0,Queens,Richmond Hill,4,1.0,1.0,33.5,f,61,4.62,365
592736448808176674,141.0,Queens,Astoria,2,1.0,1.0,70.5,t,15,5.0,105
587842332142199671,265.0,Brooklyn,Gravesend,8,2.0,6.0,33.125,f,114,4.78,365
588211929863905201,175.0,Manhattan,Hell's Kitchen,4,2.0,2.0,43.75,f,4,4.25,355
588263591786868588,415.0,Manhattan,Upper East Side,6,3.0,3.0,69.16666666666667,f,2,3.5,356
588273937819990870,230.0,Queens,Laurelton,6,3.0,3.0,38.333333333333336,t,118,4.86,81
588288327470809159,713.0,Brooklyn,Vinegar Hill,4,2.0,2.0,178.25,f,11,4.91,364
588433935054614821,74.0,Bronx,Clason Point,1,1.0,1.0,74.0,f,3,5.0,273
592893183768538881,120.0,Queens,Long Island City,2,0.0,1.0,60.0,f,5,5.0,196
592914921857097651,140.0,Queens,East Elmhurst,2,2.0,2.0,70.0,f,88,4.66,333
592923226218573943,68.0,Bronx,Clason Point,1,1.0,2.0,68.0,f,9,5.0,364
593310907721075575,155.0,Manhattan,Upper East Side,4,2.0,3.0,38.75,f,7,5.0,360
593322347340602809,155.0,Manhattan,Chelsea,1,1.0,1.0,155.0,f,3091,4.63,361
588550970022904542,138.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,69.0,t,140,4.87,310
588559469616617641,105.0,Brooklyn,Bedford-Stuyvesant,1,1.0,1.0,105.0,t,37,4.97,102
588562529196152934,65.0,Manhattan,Harlem,1,1.0,1.0,65.0,t,15,4.73,298
588627515187957928,228.0,Brooklyn,Bedford-Stuyvesant,4,1.0,2.0,57.0,,59,4.92,159
593539441379982570,66.0,Brooklyn,Bushwick,1,1.0,1.0,66.0,f,0,,90
593539645856888063,325.0,Manhattan,Harlem,4,2.0,3.0,81.25,f,19,4.89,364
593628573423529888,99.0,Queens,Woodhaven,2,1.0,2.0,49.5,f,62,4.85,365
593684843078544142,304.0,Queens,Flushing,7,4.0,5.0,43.42857142857143,f,75,4.72,90
593999597558147807,252.0,Manhattan,Harlem,5,2.0,2.0,50.4,t,36,4.75,173
589077888822822507,500.0,Brooklyn,Greenpoint,5,3.0,3.0,100.0,t,14,5.0,181
589197973220202667,120.0,Brooklyn,Canarsie,4,2.0,2.0,30.0,f,45,4.82,235
589598122351179060,395.0,Brooklyn,Carroll Gardens,4,2.0,2.0,98.75,f,0,,335
589800275607656944,727.0,Brooklyn,Crown Heights,6,3.0,3.0,121.16666666666667,f,8,5.0,358
589855151621795399,75.0,Brooklyn,Williamsburg,2,1.0,1.0,37.5,t,116,4.91,298
589857043016769966,373.0,Brooklyn,Williamsburg,2,1.0,1.0,186.5,f,18,5.0,225
597775417684775967,1200.0,Manhattan,Upper West Side,4,4.0,3.0,300.0,f,1,5.0,365
597885471876205835,195.0,Brooklyn,Greenpoint,3,1.0,1.0,65.0,f,34,4.79,336
594235684678364310,132.0,Brooklyn,Bedford-Stuyvesant,6,3.0,4.0,22.0,t,5,5.0,1
594278892712646603,201.0,Brooklyn,East Flatbush,8,4.0,5.0,25.125,f,52,4.87,362
594364901323939440,72.0,Bronx,Clason Point,1,1.0,2.0,72.0,f,13,5.0,96
594686068974696323,439.0,Manhattan,Midtown,2,1.0,1.0,219.5,f,0,,155
594686502384672497,459.0,Manhattan,Midtown,2,1.0,1.0,229.5,f,0,,273
597938230465576741,200.0,Manhattan,Stuyvesant Town,2,1.0,1.0,100.0,f,29,4.9,355
597970057292470584,41.0,Queens,East Elmhurst,2,1.0,1.0,20.5,t,44,4.86,239
597980544989694525,113.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,56.5,f,11,4.64,270
598418961025528178,466.0,Manhattan,Midtown,8,1.0,4.0,58.25,t,76,4.79,38
598423415434781224,548.0,Manhattan,Midtown,8,0.0,4.0,68.5,t,85,4.75,27
598428972310981226,232.0,Manhattan,Midtown,4,0.0,2.0,58.0,t,57,4.74,38
598451687067310074,259.0,Manhattan,Midtown,4,0.0,2.0,64.75,t,267,4.77,69
594914131275091113,171.0,Brooklyn,East Flatbush,2,1.0,1.0,85.5,t,29,4.86,88
594992794630052260,135.0,Manhattan,Harlem,2,1.0,1.0,67.5,f,14,5.0,364
595046810022277356,1000.0,Brooklyn,Boerum Hill,5,3.0,3.0,200.0,f,6,5.0,240
595528055387349071,218.0,Manhattan,Tribeca,3,2.0,2.0,72.66666666666667,t,19,4.89,129
598456006209498021,331.0,Manhattan,Midtown,6,0.0,4.0,55.166666666666664,t,85,4.76,37
598459577490449094,261.0,Manhattan,Midtown,3,0.0,3.0,87.0,t,32,4.53,63
598488193327054398,264.0,Manhattan,Midtown,4,0.0,3.0,66.0,t,273,4.79,68
598499099324319670,376.0,Manhattan,Midtown,6,0.0,3.0,62.666666666666664,t,190,4.76,46
598503098845264438,352.0,Manhattan,Midtown,6,0.0,3.0,58.666666666666664,t,112,4.88,38
598507858224426373,461.0,Manhattan,Midtown,6,2.0,3.0,76.83333333333333,t,91,4.76,20
598600568938104304,199.0,Manhattan,Upper West Side,4,1.0,2.0,49.75,t,22,4.91,265
598713051061239312,125.0,Brooklyn,East Flatbush,2,0.0,1.0,62.5,t,18,4.89,334
598899258097315370,145.0,Bronx,Castle Hill,2,1.0,1.0,72.5,f,5,5.0,334
595613559093932418,175.0,Queens,Ridgewood,2,1.0,1.0,87.5,f,1,5.0,363
595630370728062732,401.0,Manhattan,Midtown,3,1.0,1.0,133.66666666666666,t,0,,348
595656476182329187,120.0,Bronx,Claremont Village,2,1.0,1.0,60.0,f,9,4.89,365
595879031780542616,313.0,Manhattan,Upper West Side,4,2.0,2.0,78.25,f,6,4.83,299
596165065028890644,51.0,Bronx,Morris Park,1,1.0,1.0,51.0,f,12,5.0,58
596203731563582651,160.0,Brooklyn,Williamsburg,4,3.0,3.0,40.0,t,9,4.89,271
596361949342437513,110.0,Queens,Flushing,3,0.0,2.0,36.666666666666664,t,3,4.33,153
596413252706204441,145.0,Manhattan,Flatiron District,4,1.0,2.0,36.25,t,10,4.7,205
596413302681259342,140.0,Manhattan,Flatiron District,4,0.0,2.0,35.0,t,5,5.0,187
598923105171759382,116.0,Manhattan,Upper East Side,3,0.0,2.0,38.666666666666664,f,16,4.38,280
598928506031816181,282.0,Bronx,Belmont,2,1.0,1.0,141.0,f,22,5.0,364
599017022512024975,271.0,Brooklyn,South Slope,3,1.0,2.0,90.33333333333333,t,69,4.97,245
599077997645477697,510.0,Brooklyn,Cobble Hill,6,3.0,3.0,85.0,f,0,,271
599163855232485384,201.0,Manhattan,Hell's Kitchen,2,1.0,1.0,100.5,t,11,5.0,313
599189337686133352,188.0,Manhattan,Hell's Kitchen,2,1.0,1.0,94.0,f,10,4.2,90
599256513633250977,105.0,Queens,Astoria,2,0.0,1.0,52.5,f,10,5.0,363
599411803159805553,104.0,Bronx,Fordham,2,1.0,1.0,52.0,t,61,5.0,304
596946485985538229,300.0,Queens,Belle Harbor,6,3.0,3.0,50.0,f,14,5.0,365
597013333352448220,192.0,Brooklyn,Bedford-Stuyvesant,2,0.0,2.0,96.0,t,62,4.89,156
597077746482427681,500.0,Manhattan,Upper East Side,6,3.0,4.0,83.33333333333333,f,1,5.0,173
597087942704646402,328.0,Brooklyn,Williamsburg,5,2.0,2.0,65.6,f,55,4.58,365
597288356012627205,252.0,Brooklyn,Crown Heights,2,2.0,3.0,126.0,f,73,4.79,179
597293762881765844,198.0,Brooklyn,Carroll Gardens,4,1.0,2.0,49.5,f,86,4.93,121
599452961415418542,97.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,48.5,t,106,4.8,227
599780130229041931,81.0,Queens,Long Island City,2,1.0,1.0,40.5,f,21,4.81,89
599857800756664388,80.0,Queens,Bayside,2,0.0,1.0,40.0,t,8,5.0,272
599906169922777608,125.0,Bronx,Woodlawn,3,1.0,2.0,41.666666666666664,,27,4.93,319
599991388795660334,368.0,Manhattan,Flatiron District,4,0.0,2.0,92.0,f,463,4.62,276
599992429950840153,306.0,Manhattan,Flatiron District,2,0.0,1.0,153.0,f,1129,4.66,291
599992807763168166,372.0,Manhattan,Flatiron District,2,0.0,1.0,186.0,f,9,4.11,253
600011341366442097,216.0,Manhattan,Kips Bay,3,0.0,1.0,72.0,f,3,4.33,365
597304555711876002,200.0,Manhattan,Chinatown,4,3.0,3.0,50.0,t,8,5.0,136
597375402315843266,66.0,Queens,Springfield Gardens,3,1.0,1.0,22.0,t,5,5.0,0
597752885764924164,436.0,Manhattan,Midtown,5,2.0,2.0,87.2,t,184,4.75,32
603858956459000309,100.0,Brooklyn,Bushwick,1,1.0,1.0,100.0,t,52,5.0,319
600013989830559229,87.0,Manhattan,Harlem,2,1.0,1.0,43.5,f,12,4.58,209
600113695273260585,127.0,Brooklyn,Bushwick,2,1.0,1.0,63.5,,78,4.95,123
600263116064127765,160.0,Manhattan,Nolita,2,1.0,1.0,80.0,t,15,4.93,335
600705397043965626,55.0,Manhattan,Harlem,2,1.0,1.0,27.5,f,2,3.0,364
600922828197889113,233.0,Brooklyn,Bedford-Stuyvesant,2,1.0,3.0,116.5,f,0,,278
601189303598379053,83.0,Queens,Woodhaven,2,1.0,1.0,41.5,f,64,4.91,365
604574846282012598,239.0,Brooklyn,Park Slope,2,1.0,2.0,119.5,t,116,4.85,321
604623136540022796,131.0,Brooklyn,Bedford-Stuyvesant,7,3.0,5.0,18.714285714285715,f,3,5.0,325
605035448454706797,99.0,Manhattan,Harlem,2,1.0,1.0,49.5,f,26,4.92,73
605051948071435121,162.0,Bronx,Pelham Bay,2,0.0,1.0,81.0,f,138,4.92,361
605057284037163093,273.0,Queens,Rosedale,4,2.0,2.0,68.25,f,13,4.38,178
605062075994665791,204.0,Manhattan,Hell's Kitchen,4,2.0,0.0,51.0,f,7,5.0,102
601341275822151601,85.0,Bronx,Allerton,4,2.0,2.0,21.25,t,31,4.97,255
601344149069397462,185.0,Brooklyn,Crown Heights,5,2.0,3.0,37.0,f,93,4.71,365
601383847863781109,120.0,Manhattan,Chinatown,2,1.0,1.0,60.0,t,14,4.64,226
601387378295632609,137.0,Manhattan,Lower East Side,2,1.0,1.0,68.5,f,15,4.67,330
601395300140040942,120.0,Manhattan,Lower East Side,2,1.0,1.0,60.0,f,8,4.63,319
601400178545759728,132.0,Queens,Queens Village,2,1.0,2.0,66.0,f,44,4.95,365
601436798783503804,345.0,Brooklyn,East Flatbush,10,5.0,6.0,34.5,f,47,4.79,300
601450993668834041,124.0,Brooklyn,Bedford-Stuyvesant,2,0.0,1.0,62.0,f,21,4.86,269
601643366462947554,212.0,Manhattan,Theater District,4,1.0,2.0,53.0,f,16,4.94,282
605090421306435930,215.0,Brooklyn,Canarsie,2,1.0,1.0,107.5,f,0,,270
605300020193610016,95.0,Queens,Woodside,5,1.0,4.0,19.0,f,48,4.65,53
605583991244171226,247.0,Manhattan,Upper East Side,3,1.0,1.0,82.33333333333333,f,6,4.5,365
605677493735522649,124.0,Manhattan,Upper East Side,2,1.0,1.0,62.0,f,3,5.0,360
601684518197356654,309.0,Manhattan,Hell's Kitchen,4,2.0,2.0,77.25,t,12,5.0,279
601690867947727847,211.0,Brooklyn,Bedford-Stuyvesant,5,2.0,4.0,42.2,f,41,4.85,365
601809481239819914,130.0,Manhattan,East Village,2,1.0,1.0,65.0,f,4,4.0,363
602018638543355450,1800.0,Manhattan,SoHo,8,3.0,3.0,225.0,f,34,4.94,0
602019372802508438,40.0,Bronx,Allerton,2,1.0,1.0,20.0,t,20,4.95,235
602753544351230553,53.0,Manhattan,Harlem,2,1.0,0.0,26.5,f,0,,364
602759934255145305,54.0,Manhattan,Harlem,2,1.0,1.0,27.0,f,1,4.0,364
602763112123283056,55.0,Manhattan,Harlem,2,1.0,1.0,27.5,f,7,4.71,364
605720639370929870,150.0,Queens,Astoria,2,1.0,1.0,75.0,f,20,4.65,364
602791797587630510,550.0,Brooklyn,Downtown Brooklyn,4,1.0,1.0,137.5,f,1,5.0,83
602823682550416384,55.0,Manhattan,Harlem,2,1.0,1.0,27.5,f,2,5.0,364
602827356114645635,59.0,Manhattan,Harlem,2,1.0,0.0,29.5,f,1,5.0,364
602829257111124533,58.0,Manhattan,Harlem,2,1.0,0.0,29.0,f,0,,364
602831381226115612,54.0,Manhattan,Harlem,2,1.0,0.0,27.0,f,0,,364
602833605446123047,56.0,Manhattan,Harlem,2,1.0,0.0,28.0,f,1,4.0,364
602847514991741383,229.0,Brooklyn,Crown Heights,2,1.0,1.0,114.5,f,87,4.93,4
605964818540392788,88.0,Brooklyn,Bedford-Stuyvesant,2,1.0,1.0,44.0,f,2,3.0,365
606099280539160331,49.0,Brooklyn,Prospect-Lefferts Gardens,1,7.0,1.0,49.0,f,0,,365
606360437730635923,48.0,Brooklyn,Prospect-Lefferts Gardens,1,1.0,1.0,48.0,f,0,,365
606366094972532271,145.0,Brooklyn,Bedford-Stuyvesant,2,1.0,2.0,72.5,,44,4.77,57
606406524027500438,100.0,Manhattan,East Harlem,2,1.0,1.0,50.0,f,50,4.82,329
606544996803495153,122.0,Manhattan,Upper East Side,3,2.0,2.0,40.666666666666664,t,7,5.0,210
606690225420596522,56.0,Queens,Flushing,2,1.0,1.0,28.0,f,32,4.56,319
602928733998502439,225.0,Brooklyn,Greenpoint,2,1.0,1.0,112.5,f,9,5.0,58
602952577502027312,196.0,Brooklyn,Williamsburg,2,2.0,2.0,98.0,f,12,5.0,82
602989716661668567,107.0,Brooklyn,East Flatbush,5,2.0,5.0,21.4,f,17,4.53,348
603053165683406487,132.0,Manhattan,East Village,4,2.0,2.0,33.0,f,2,4.0,317
603083900088109982,849.0,Manhattan,Financial District,2,1.0,1.0,424.5,f,0,,365
603145399437635044,270.0,Manhattan,Kips Bay,2,1.0,1.0,135.0,f,0,,365
603288724410012895,117.0,Queens,Jamaica,2,1.0,1.0,58.5,,197,4.85,328
603315506762043698,58.0,Brooklyn,Bedford-Stuyvesant,1,1.0,1.0,58.0,f,9,5.0,58
603323604235900959,61.0,Brooklyn,Bushwick,1,1.0,1.0,61.0,f,5,5.0,95
609547626613687846,95.0,Brooklyn,Flatbush,2,1.0,1.0,47.5,t,42,4.83,71
606961940356841317,50.0,Brooklyn,East Flatbush,1,3.0,3.0,50.0,f,3,5.0,359
607145426901839341,94.0,Brooklyn,Flatlands,2,1.0,1.0,47.0,f,13,4.69,365
607202437461817180,137.0,Brooklyn,Fort Greene,2,1.0,1.0,68.5,t,58,4.76,317
607334009809889875,170.0,Queens,East Elmhurst,4,1.0,2.0,42.5,f,34,4.79,273
609956068365812790,189.0,Manhattan,Upper West Side,4,1.0,2.0,47.25,t,19,4.95,219
610212395047524279,465.0,Manhattan,West Village,6,3.0,5.0,77.5,t,6,4.83,5
610313074951797337,92.0,Brooklyn,Williamsburg,2,1.0,1.0,46.0,t,16,4.88,248
610397447841855110,55.0,Manhattan,Inwood,1,1.0,1.0,55.0,f,89,4.7,344
610414224153337918,45.0,Manhattan,Inwood,1,1.0,1.0,45.0,f,84,4.83,333
610418835243217843,49.0,Manhattan,Inwood,1,1.0,1.0,49.0,f,105,4.81,332
610424024716164801,49.0,Manhattan,Inwood,1,1.0,1.0,49.0,f,103,4.73,363
